#PMID	PMCID	TITLE	LANGUAGE
32233980		Protected Code Stroke: Hyperacute Stroke Management During the Coronavirus Disease 2019 (COVID-19) Pandemic.	
32131906		Protecting Chinese Healthcare Workers While Combating the 2019 Novel Coronavirus.	
32212058		Protecting healthcare personnel from 2019-nCoV infection risks: lessons and suggestions.	
32061333		Protecting health-care workers from subclinical coronavirus infection.	
32243784		Protecting the psychological health of children through effective communication about COVID-19.	
32198989		Protection of forensic scene investigation and postmortem examination during the epidemic period of COVID-19.	
32156144		Protocol for the development of a rapid advice guideline for prevention, management and care of children with 2019 novel coronavirus infection.	
32202261		Prudent public health intervention strategies to control the coronavirus disease 2019 transmission in India: A mathematical model-based approach.	
32120170		Psychological crisis interventions in Sichuan Province during the 2019 novel coronavirus outbreak.	
32085840		Psychological interventions for people affected by the COVID-19 epidemic.	
32242877		Public engagement is key for containing COVID-19 pandemic.	
32193550		Public health measures to slow community spread of COVID-19.	
32145217		Public health might be endangered by possible prolonged discharge of SARS-CoV-2 in stool.	
32214086		Public Health Responses to COVID-19 Outbreaks on Cruise Ships - Worldwide, February-March 2020.	
32202993		Public Mental Health Crisis during COVID-19 Pandemic, China.	
32034840		Public responses to the novel 2019 coronavirus (2019-nCoV) in Japan: Mental health consequences and target populations.	
32227511		Pulmonary infiltration shadows associated with acute aortic dissection mimicking coronavirus pneumonia.	
32114094		Pulmonary Pathology of Early-Phase 2019 Novel Coronavirus (COVID-19) Pneumonia in Two Patients With Lung Cancer.	
32088858		Puzzle of highly pathogenic human coronaviruses (2019-nCoV).	
32234805		Quantifying SARS-CoV-2 transmission suggests epidemic control with digital contact tracing.	
32221523		Quantitative Detection and Viral Load Analysis of SARS-CoV-2 in Infected Patients.	
32230995		Quarantine Vehicle Scheduling for Transferring High-Risk Individuals in Epidemic Areas.	
32237249		Quarantined.	
32202002		Questions raised by COVID-19 case descriptions.	
32217705		Race to find COVID-19 treatments accelerates.	
32239525		Radiologic Chest CT Findings From COVID-19 in Orleans Parish, Lousiana.	
32105637		Radiological findings from 81 patients with COVID-19 pneumonia in Wuhan, China: a descriptive study.	
32228364		Radiology Department Preparedness for COVID-19: Facing an Unexpected Outbreak of the Disease.	
32175814		Radiology Department Preparedness for COVID-19: Radiology Scientific Expert Panel.	
32108495		Radiology Perspective of Coronavirus Disease 2019 (COVID-19): Lessons From Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome.	
32199942		Radiotherapy in the time of the Coronavirus pandemic: when less is better.	
32234115		Rapid assessment of regional SARS-CoV-2 community transmission through a convenience sample of healthcare workers, the Netherlands, March 2020.	
32162456		Rapid Identification of Potential Inhibitors of SARS-CoV-2 Main Protease by Deep Docking of 1.3 Billion Compounds.	
32200400		Rapid Progression to Acute Respiratory Distress Syndrome: Review of Current Understanding of Critical Illness from COVID-19 Infection.	
32143123		Rapid random access detection of the novel SARS-coronavirus-2 (SARS-CoV-2, previously 2019-nCoV) using an open access protocol for the Panther Fusion.	
32208481		Rapid Response to COVID-19: Health Informatics Support for Outbreak Management in an Academic Health System.	
32165502		RCVS may relax guidance due to Covid-19.	
31944312		Recent advances in the detection of respiratory virus infection in humans.	
32202911		Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18).	
32172550		Recommendations for Anesthesia in Patients Suspected of Coronavirus 2019-nCoV Infection.	
32209810		Recommendations for Endotracheal Intubation of COVID-19 Patients.	
32208493		Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).	
32196116		Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres.	
32232396		Recommendations from the Peking Union Medical College Hospital for the management of acute myocardial infarction during the COVID-19 outbreak.	
32231173		Recommendations of management in SARS-CoV-2 infection of the Polish Association of Epidemiologists and Infectiologists.	
32147538		Recurrence of positive SARS-CoV-2 RNA in COVID-19: A case report.	
32035018		Reducing mortality from 2019-nCoV: host-directed therapies should be an option.	
32221059		Reflections on Nursing Ingenuity During the COVID-19 Pandemic.	
32243777		Refugee and migrant health in the COVID-19 response.	
32243239		"Regarding ""Artificial Intelligence Distinguishes COVID-19 from Community Acquired Pneumonia on Chest CT""."	
32125873		Relation Between Chest CT Findings and Clinical Conditions of Coronavirus Disease (COVID-19) Pneumonia: A Multicenter Study.	
32145386		Remdesivir as a possible therapeutic option for the COVID-19.	
32213775		Remote Treatment Delivery in Response to the COVID-19 Pandemic.	
32208987		Renin-Angiotensin System Blockers and the COVID-19 Pandemic: At Present There Is No Evidence to Abandon Renin-Angiotensin System Blockers.	
32228222		Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension.	
32227760		Renin-Angiotensin-Aldosterone System Inhibitors in Patients with Covid-19.	
32222828		"Reply to ""Does hand hygiene reduce SARS-CoV-2 transmission?"""	
32239278		Reply to ocular manifestation, eye protection, and COVID-19.	
32231330		Reply to: 'Interaction between RAAS inhibitors and ACE2 in the context of COVID-19'.	
32217609		Report from the American Society for Microbiology COVID-19 International Summit, 23 March 2020: Value of Diagnostic Testing for SARS-CoV-2/COVID-19.	
32149769		Repurposing of clinically approved drugs for treatment of coronavirus disease 2019 in a 2019-novel coronavirus (2019-nCoV) related coronavirus model.	
32236089		Respiratory physiotherapy in patients with COVID-19 infection in acute setting: a Position Paper of the Italian Association of Respiratory Physiotherapists (ARIR).	
32145829		Respiratory support for patients with COVID-19 infection.	
32109012		Responding to Covid-19 - A Once-in-a-Century Pandemic?	
32219845		Responding to COVID-19: How to Navigate a Public Health Emergency Legally and Ethically.	
32195704		Response of Chinese Anesthesiologists to the COVID-19 Outbreak.	
32232977		"Response to ""Comments on 'Zhang et al.: Clinical trial analysis of 2019-nCoV therapy registered in China '""."	
32242948		"Response to Carletti et al., ""About the origin of the first two Sars-CoV-2 infections in Italy: inference not supported by appropriate sequence analysis."""	
32125371		Response to COVID-19 in Taiwan: Big Data Analytics, New Technology, and Proactive Testing.	
32235413		Response to the COVID-19 Epidemic: The Chinese Experience and Implications for Other Countries.	
32005675		Response to the emerging novel coronavirus outbreak.	
32223697		Response to Wen and Li. Anesthesia Procedure of Emergency Operation for Patients with Suspected or Confirmed COVID-19 (DOI: 10.1089/sur.2020.040).	
32239736		"Response to: Sore throat in COVID-19: comment on ""Clinical characteristics of hospitalized patients with SARS-CoV-2 infection: A single arm meta-analysis""."	
32113504		Retraction-Chinese medical staff request international medical assistance in fighting against COVID-19.	
32212512		Retrospective Analysis of 61 Cases of Children Died of Viral Pneumonia.	
32198986		Review and Prospect of Pathological Features of Corona Virus Disease.	
32222988		Review article: gastrointestinal features in COVID-19 and the possibility of faecal transmission.	
32133578		Review of the Clinical Characteristics of Coronavirus Disease 2019 (COVID-19).	
32029919		Revisiting the dangers of the coronavirus in the ophthalmology practice.	
32197060		Rhabdomyolysis as Potential Late Complication Associated with COVID-19.	
32203671		Rising to the Challenge of the Novel SARS-coronavirus-2 (SARS-CoV-2): Advice for Pulmonary and Critical Care and an Agenda for Research.	
32233642		Risk factors associated with disease progression in a cohort of patients infected with the 2019 novel coronavirus.	
32179890		Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.	
32053479		Risk for Transportation of 2019 Novel Coronavirus Disease from Wuhan to Other Cities in China.	
32142622		Risk of COVID-19 for cancer patients.	
32142621		Risk of COVID-19 for patients with cancer.	
32229257		Risk-adapted Treatment Strategy For COVID-19 Patients.	
32223774		Roadblocks to Infection Prevention Efforts in Healthcare SARS-CoV-2/COVID-19 Response.	
32242340		Robot assisted surgery during the COVID-19 pandemic, especially for gynecological cancer: a statement of the Society of European Robotic Gynaecological Surgery (SERGS).	
32181680		Role of the American Heart Association in the Global COVID-19 Pandemic.	
32211799		Routes for COVID-19 importation in Brazil.	
32240961		Routine childhood immunization may protect against COVID-19.	
32223689		Rules for scientific progress while living with the COVID-19 Pandemic: from 'benchside' to 'fireside.'	
32086235		Rules on isolation rooms for suspected covid-19 cases in GP surgeries to be relaxed.	
32243877		Running a virtual allergy division and training program in the time of COVID-19 pandemic.	
32219995		Safe Delivery for COVID-19 Infected Pregnancies.	
32242762		Safe Handling of Containers of Expressed Human Milk in all Settings During the SARS-CoV-2 (COVID-19) Pandemic.	
32242126		Safeguard research in the time of COVID-19.	
32235119		Safeguarding the Maintenance Hemodialysis Patient Population during the Coronavirus Disease 19 Pandemic.	
32190890		Safety Considerations in the Laboratory Testing of Specimens Suspected or Known to Contain the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	
32243944		Safety of Ibuprofen in Patients with COVID-19; Causal or Confounded?	
32198988		Safety protection of forensic examination during the epidemic of COVID-19.	
